playerid,yearid,stint,teamid,lgid,g,ab,r,h,b,v11,hr,rbi,sb,cs,bb,so,ibb,hbp,sh,sf,gidp
andremi01,1967,1,BOS,AL,142,494,79,130,20,0,8,40,7,7,62,72,4,2,18,2,9
aparilu01,1967,1,BAL,AL,134,546,55,127,22,5,4,31,18,5,29,44,2,1,6,5,8
asprobo01,1967,1,HOU,NL,137,486,51,143,24,5,6,58,2,2,45,44,11,2,3,4,15
azcuejo01,1967,1,CLE,AL,86,295,33,74,12,5,11,34,0,3,22,35,0,3,1,3,8
bailebo01,1967,1,LAN,NL,116,322,21,73,8,2,4,28,5,5,40,50,4,1,4,5,14
bankser01,1967,1,CHN,NL,151,573,68,158,26,4,23,95,2,2,27,93,8,3,8,4,20
batemjo01,1967,1,HOU,NL,76,252,16,48,9,0,2,17,0,0,17,53,11,2,0,2,9
beckegl01,1967,1,CHN,NL,146,597,91,167,32,3,5,40,10,3,30,25,1,0,8,1,11
berryke01,1967,1,CHA,AL,147,485,49,117,14,4,7,41,9,8,46,68,4,3,3,1,11
blairpa01,1967,1,BAL,AL,151,552,72,162,27,12,11,64,8,6,50,68,3,5,5,7,11
blefacu01,1967,1,BAL,AL,155,554,69,134,19,5,22,81,4,4,73,94,11,8,7,3,5
boyercl02,1967,1,ATL,NL,154,572,63,140,18,3,26,96,6,3,39,81,3,2,0,6,14
brandro01,1967,1,HOU,NL,84,215,22,52,8,1,0,18,4,0,23,17,7,2,4,0,6
briggjo02,1967,1,PHI,NL,106,332,47,77,12,4,9,30,3,5,41,72,1,0,7,2,3
brinked01,1967,1,WS2,AL,109,320,21,60,9,2,1,18,1,3,24,58,1,4,5,1,4
brocklo01,1967,1,SLN,NL,159,689,113,206,32,12,21,76,52,18,24,109,6,6,2,3,6
brownla01,1967,1,CLE,AL,152,485,38,110,16,2,7,37,4,4,53,62,6,6,14,4,12
brownol02,1967,1,SFN,NL,120,412,44,110,12,1,13,53,0,2,25,65,7,4,1,4,15
bucheje01,1967,1,NYN,NL,124,411,35,97,11,2,14,41,3,5,26,101,5,2,3,2,10
bufordo01,1967,1,CHA,AL,156,535,61,129,10,9,4,32,34,21,65,51,3,1,4,4,3
callijo01,1967,1,PHI,NL,149,556,62,145,30,5,14,64,6,12,55,63,17,3,3,3,7
campabe01,1967,1,KC1,AL,147,601,85,149,29,6,3,32,55,16,36,82,2,7,3,2,3
cardejo02,1967,1,CAL,AL,108,381,40,90,13,5,6,27,10,5,15,63,0,2,6,1,4
cardele01,1967,1,CIN,NL,108,379,30,97,14,3,2,21,4,5,34,77,16,2,2,1,8
carewro01,1967,1,MIN,AL,137,514,66,150,22,7,8,51,5,9,37,91,4,2,7,1,12
cartyri01,1967,1,ATL,NL,134,444,41,113,16,2,15,64,4,3,49,70,10,1,1,1,17
casanpa01,1967,1,WS2,AL,141,528,47,131,19,1,9,53,1,1,17,65,5,2,2,2,19
cashno01,1967,1,DET,AL,152,488,64,118,16,5,22,72,3,2,81,100,9,4,1,3,7
caterda01,1967,1,KC1,AL,142,529,55,143,17,4,4,46,4,5,34,56,9,4,2,4,14
causewa01,1967,1,CHA,AL,124,292,21,66,10,3,1,28,2,5,32,35,4,1,5,3,2
cepedor01,1967,1,SLN,NL,151,563,91,183,37,0,25,111,11,2,62,75,23,12,0,7,16
charled01,1967,2,NYN,NL,101,323,32,77,13,2,3,31,4,1,24,58,1,7,5,6,5
clarkho01,1967,1,NYA,AL,143,588,74,160,17,0,3,29,21,4,42,64,2,0,3,0,5
clemero01,1967,1,PIT,NL,147,585,103,209,26,10,23,110,9,1,41,103,17,3,0,3,15
clenddo01,1967,1,PIT,NL,131,478,46,119,15,2,13,56,4,4,34,107,4,1,1,4,15
conigto01,1967,1,BOS,AL,95,349,59,100,11,5,20,67,4,6,27,58,2,5,2,6,3
culleti01,1967,1,WS2,AL,124,402,35,95,7,0,2,31,4,5,40,47,2,1,7,2,5
dalrycl01,1967,1,PHI,NL,101,268,12,46,7,1,3,21,1,2,36,49,6,1,6,1,9
davalvi01,1967,1,CLE,AL,139,359,47,103,17,5,2,22,6,7,10,30,0,1,4,1,5
davenji01,1967,1,SFN,NL,124,295,42,81,10,3,5,30,1,4,39,50,6,4,8,1,7
davisro01,1967,1,HOU,NL,94,285,31,73,19,1,7,38,5,3,17,48,2,2,2,0,4
davisto02,1967,1,NYN,NL,154,577,72,174,32,0,16,73,9,3,31,71,10,7,1,5,16
daviswi02,1967,1,LAN,NL,143,569,65,146,27,9,6,41,20,6,29,65,5,3,6,3,8
donaljo01,1967,1,KC1,AL,105,377,27,104,16,5,0,28,6,3,37,39,3,2,4,1,4
edwarjo01,1967,1,CIN,NL,80,209,10,43,6,0,2,20,1,4,16,28,8,0,5,1,3
epstemi01,1967,2,WS2,AL,96,284,32,65,7,4,9,29,1,4,38,74,5,6,0,1,3
etchean01,1967,1,BAL,AL,112,330,29,71,13,0,7,35,1,0,38,80,9,2,2,2,12
fairlro01,1967,1,LAN,NL,153,486,45,107,19,0,10,55,1,4,54,51,9,1,5,8,13
ferraal01,1967,1,LAN,NL,122,347,41,96,16,1,16,50,0,1,33,73,4,3,1,0,5
floodcu01,1967,1,SLN,NL,134,514,68,172,24,1,5,50,2,2,37,46,1,2,4,5,8
foyjo01,1967,1,BOS,AL,130,446,70,112,22,4,16,49,8,6,46,87,1,3,4,0,14
francti01,1967,2,ATL,NL,82,254,28,63,5,1,6,25,1,0,20,34,2,1,4,1,6
freehbi01,1967,1,DET,AL,155,517,66,146,23,1,20,74,1,2,73,71,15,20,3,5,9
fregoji01,1967,1,CAL,AL,151,590,75,171,23,6,9,56,9,6,49,77,2,5,7,0,10
fuentti01,1967,1,SFN,NL,133,344,27,72,12,1,5,29,4,3,27,61,9,0,11,1,7
fulleve01,1967,1,CLE,AL,73,206,18,46,10,0,7,21,2,3,19,55,0,4,2,1,2
gabrile02,1967,2,LAN,NL,90,238,20,62,10,3,7,29,3,1,15,41,3,1,3,0,4
gagliph01,1967,1,SLN,NL,73,217,20,48,7,0,2,21,0,0,19,26,3,1,3,3,6
gibbsja01,1967,1,NYA,AL,116,374,33,87,7,1,4,25,7,6,28,57,1,4,2,3,8
gonzato01,1967,1,PHI,NL,149,508,74,172,23,9,9,59,10,9,47,58,14,5,3,5,9
gosgeji01,1967,1,KC1,AL,134,356,31,86,14,5,5,36,5,7,53,69,8,0,3,4,3
gotayju01,1967,1,HOU,NL,77,234,30,66,10,2,2,15,1,1,15,30,1,2,3,1,6
greendi01,1967,1,KC1,AL,122,349,26,69,12,4,5,37,6,3,30,68,1,0,6,2,4
groteje01,1967,1,NYN,NL,120,344,25,67,8,0,4,23,2,2,14,65,8,1,4,4,5
halleto01,1967,1,SFN,NL,141,455,54,114,23,5,14,49,0,4,62,61,9,4,4,3,3
hallji02,1967,1,CAL,AL,129,401,54,100,8,3,16,55,4,1,42,65,7,0,1,3,9
hansero02,1967,1,CHA,AL,157,498,35,116,20,0,8,51,0,3,64,51,11,0,7,6,8
harpeto01,1967,1,CIN,NL,103,365,55,82,17,3,7,22,23,8,43,51,1,0,5,1,2
harrebu01,1967,1,NYN,NL,151,540,59,137,16,4,1,28,12,13,48,64,0,4,7,4,5
hartji01,1967,1,SFN,NL,158,578,98,167,26,7,29,99,1,1,77,100,11,4,1,5,14
helmsto01,1967,1,CIN,NL,137,497,40,136,27,4,2,35,5,10,24,41,8,0,5,4,11
hershmi01,1967,1,KC1,AL,142,480,55,122,25,1,1,49,10,3,38,40,2,7,5,7,13
hintoch01,1967,1,CLE,AL,147,498,55,122,19,3,10,37,6,8,43,100,5,1,6,4,7
hortoto01,1967,2,CLE,AL,106,363,35,102,13,4,10,44,3,0,18,52,3,4,1,1,8
hortowi01,1967,1,DET,AL,122,401,47,110,20,3,19,67,0,0,36,80,0,4,1,3,12
howarfr01,1967,1,WS2,AL,149,519,71,133,20,2,36,89,0,1,60,155,7,5,0,1,14
hundlra01,1967,1,CHN,NL,152,539,68,144,25,3,14,60,2,4,44,75,6,2,7,5,12
huntro01,1967,1,LAN,NL,110,388,44,102,17,3,3,33,2,1,39,24,3,10,3,2,9
jacksso01,1967,1,HOU,NL,129,520,67,123,18,3,0,25,22,9,36,45,1,0,8,2,14
javieju01,1967,1,SLN,NL,140,520,68,146,16,3,14,64,6,7,25,92,3,1,7,2,8
johnsbo02,1967,2,NYN,NL,90,230,26,80,8,3,5,27,1,1,12,29,0,0,2,2,8
johnsda02,1967,1,BAL,AL,148,510,62,126,30,3,10,64,4,5,59,82,10,4,5,8,12
johnsde01,1967,1,CIN,NL,108,361,39,81,18,1,13,53,0,1,22,104,2,2,0,4,8
johnsja01,1967,1,CAL,AL,79,230,18,48,7,1,2,10,3,2,5,37,0,0,2,0,4
johnslo01,1967,1,LAN,NL,104,330,39,89,14,1,11,41,4,3,24,52,5,7,7,3,9
jonescl01,1967,1,NYN,NL,129,411,46,101,10,5,5,30,12,2,19,57,6,4,7,5,8
jonesma01,1967,1,ATL,NL,140,454,72,115,23,4,17,50,10,6,64,108,4,9,4,3,7
kalinal01,1967,1,DET,AL,131,458,94,141,28,2,25,78,8,2,83,47,10,1,2,6,16
kessido01,1967,1,CHN,NL,145,580,61,134,10,7,0,42,6,13,33,80,1,4,7,4,3
killeha01,1967,1,MIN,AL,163,547,105,147,24,1,44,113,1,0,131,111,15,3,0,8,16
knoopbo01,1967,1,CAL,AL,159,511,51,125,18,5,9,38,2,2,44,136,13,1,6,2,10
kraneed01,1967,1,NYN,NL,141,469,37,126,17,1,10,54,0,4,37,51,15,1,5,4,13
lanieha01,1967,1,SFN,NL,151,525,37,112,16,3,0,42,2,2,16,61,2,2,13,1,17
lefebji01,1967,1,LAN,NL,136,494,51,129,18,5,8,50,1,5,44,64,11,3,7,5,10
lockdo01,1967,1,PHI,NL,112,313,46,79,13,1,14,51,9,5,43,98,4,5,2,3,4
mantlmi01,1967,1,NYA,AL,144,440,63,108,17,0,22,55,1,1,107,113,7,1,0,5,9
marisro01,1967,1,SLN,NL,125,410,64,107,18,7,9,55,0,0,52,61,3,4,1,5,10
martijc01,1967,1,CHA,AL,101,252,22,59,12,1,4,22,4,4,30,41,4,1,2,1,4
matheed01,1967,1,HOU,NL,101,328,39,78,13,2,10,38,2,4,48,65,12,1,2,4,5
maxvida01,1967,1,SLN,NL,152,476,37,108,14,4,1,41,0,2,48,66,12,1,1,4,11
mayele01,1967,1,CLE,AL,115,297,43,77,20,4,9,27,3,3,26,47,4,1,2,0,2
mayje01,1967,1,PIT,NL,110,325,23,88,13,2,3,22,0,0,36,55,19,3,0,1,14
mayle01,1967,1,CIN,NL,127,438,54,116,29,2,12,57,4,8,19,80,3,10,1,4,10
mayswi01,1967,1,SFN,NL,141,486,83,128,22,2,22,70,6,0,51,92,7,2,2,3,12
mazerbi01,1967,1,PIT,NL,163,639,62,167,25,3,9,77,1,2,30,55,7,0,5,5,17
mcauldi01,1967,1,DET,AL,153,557,92,133,16,7,22,65,6,5,105,118,4,7,2,4,2
mccarti01,1967,1,SLN,NL,138,471,68,139,26,3,14,69,8,8,54,32,19,5,4,6,9
mccovwi01,1967,1,SFN,NL,135,456,73,126,17,4,31,91,3,3,71,110,17,6,2,4,8
mccrato01,1967,1,CHA,AL,125,453,55,107,18,3,11,45,24,10,33,55,2,1,2,2,9
mcmulke01,1967,1,WS2,AL,146,563,73,138,22,2,16,67,5,3,46,84,2,1,5,5,15
menkede01,1967,1,ATL,NL,129,418,37,95,14,3,7,39,5,7,65,62,5,3,2,3,7
michage01,1967,1,LAN,NL,98,223,20,45,3,1,0,7,1,3,11,30,0,2,9,0,4
minchdo01,1967,1,CAL,AL,147,487,81,133,23,3,25,76,0,3,69,69,9,4,2,1,11
mondari01,1967,1,KC1,AL,124,406,52,102,14,6,14,58,3,6,42,107,2,2,5,4,5
morgajo02,1967,1,HOU,NL,133,494,73,136,27,11,6,42,29,5,81,51,5,2,1,2,2
mortobu01,1967,1,CAL,AL,80,201,23,63,9,3,0,32,0,3,22,29,1,2,4,0,8
motama01,1967,1,PIT,NL,120,349,53,112,14,8,4,56,3,2,14,46,2,2,5,8,8
nendi01,1967,1,WS2,AL,110,238,21,52,7,1,6,29,0,1,21,39,4,0,1,2,6
northji01,1967,1,DET,AL,144,495,63,134,18,6,10,61,7,1,43,83,6,3,0,1,15
olivato01,1967,1,MIN,AL,146,557,76,161,34,6,17,83,11,3,44,61,12,8,1,5,9
olivege01,1967,2,PHI,NL,85,263,29,59,16,0,7,34,2,2,29,56,3,1,1,4,5
olivena01,1967,1,LAN,NL,77,232,18,55,6,2,0,7,3,2,13,50,0,2,2,0,7
oylerra01,1967,1,DET,AL,148,367,33,76,14,2,1,29,0,2,37,91,3,2,15,3,10
paganjo01,1967,1,PIT,NL,81,211,17,61,6,2,1,19,1,1,10,28,3,3,1,5,4
parkewe01,1967,1,LAN,NL,139,413,56,102,16,5,5,31,10,5,65,83,10,7,10,1,10
pavledo01,1967,1,CIN,NL,74,231,25,55,14,3,6,34,2,1,21,38,7,4,0,2,13
pepitjo01,1967,1,NYA,AL,133,501,45,126,18,3,13,64,1,3,34,62,4,3,3,4,16
perezto01,1967,1,CIN,NL,156,600,78,174,28,7,26,102,0,3,33,102,10,4,0,7,15
peterca01,1967,1,WS2,AL,122,405,35,97,17,2,8,46,0,3,32,61,1,3,0,2,10
petrori01,1967,1,BOS,AL,142,491,53,127,24,2,17,66,2,4,49,93,9,5,8,3,4
phillad01,1967,1,CHN,NL,144,448,66,120,20,7,17,70,24,10,80,93,29,6,5,2,9
pinsova01,1967,1,CIN,NL,158,650,90,187,28,13,18,66,26,8,26,86,1,3,4,1,6
powelbo01,1967,1,BAL,AL,125,415,53,97,14,1,13,55,1,3,55,94,5,2,1,4,6
reichri01,1967,1,CAL,AL,146,498,56,132,14,2,17,69,5,3,35,90,4,7,2,3,16
robinbi02,1967,1,NYA,AL,116,342,31,67,6,1,7,29,2,2,28,56,4,2,5,3,12
robinbr01,1967,1,BAL,AL,158,610,88,164,25,5,22,77,1,3,54,54,9,4,5,8,21
robinfr02,1967,1,BAL,AL,129,479,83,149,23,7,30,94,2,3,71,84,14,7,0,6,10
rodgebu01,1967,1,CAL,AL,139,429,29,94,13,3,6,41,1,4,34,55,5,2,6,4,12
rojasco01,1967,1,PHI,NL,147,528,60,137,21,2,4,45,8,4,30,58,3,0,16,4,14
rolliri01,1967,1,MIN,AL,109,339,31,83,11,2,6,39,1,1,27,58,4,3,4,1,10
roofph01,1967,1,KC1,AL,114,327,23,67,14,5,6,24,4,1,23,85,5,5,3,2,3
rosebjo01,1967,1,LAN,NL,116,334,37,91,18,2,4,24,2,4,38,33,12,2,4,2,8
rosepe01,1967,1,CIN,NL,148,585,86,176,32,8,12,76,11,6,56,66,9,3,1,2,9
ruizch01,1967,1,CIN,NL,105,250,32,55,12,4,0,13,9,4,11,35,0,2,4,1,8
ryanmi02,1967,1,BOS,AL,79,226,21,45,4,2,2,27,2,0,26,42,5,1,4,2,8
salmoch01,1967,1,CLE,AL,90,203,19,46,13,1,2,19,10,4,17,29,1,1,2,1,4
santoro01,1967,1,CHN,NL,161,586,107,176,23,4,31,98,1,5,96,103,9,3,0,12,17
satrito01,1967,1,CAL,AL,90,201,13,45,7,0,4,21,1,0,28,25,3,0,1,0,5
savagte01,1967,2,CHN,NL,96,225,40,49,10,1,5,33,7,6,40,54,6,5,3,2,7
saverbo01,1967,1,WS2,AL,89,233,22,55,13,0,0,8,8,0,17,34,1,0,2,1,6
schaapa01,1967,1,CAL,AL,99,272,31,51,9,1,6,20,2,2,38,39,3,1,7,4,3
schofdi01,1967,1,LAN,NL,84,232,23,50,10,1,2,15,1,2,31,40,4,0,4,1,9
scottge02,1967,1,BOS,AL,159,565,74,171,21,7,19,82,10,8,63,119,10,4,3,6,13
shannmi01,1967,1,SLN,NL,130,482,53,118,18,3,12,77,2,4,37,89,6,4,2,3,12
simsdu01,1967,1,CLE,AL,88,272,25,55,8,2,12,37,3,3,30,64,2,6,0,2,6
smithch04,1967,1,NYA,AL,135,425,38,95,15,3,9,38,0,2,32,110,6,1,4,3,14
smithre06,1967,1,BOS,AL,158,565,78,139,24,6,15,61,16,6,57,95,11,1,2,3,7
snyderu01,1967,1,BAL,AL,108,275,40,65,8,2,4,23,5,2,32,48,0,1,6,4,1
stanlmi01,1967,1,DET,AL,145,333,38,70,7,3,7,24,9,2,29,46,2,0,5,0,5
stargwi01,1967,1,PIT,NL,134,462,54,125,18,6,20,73,1,0,67,103,25,3,2,2,12
staubru01,1967,1,HOU,NL,149,546,71,182,44,1,10,74,0,4,60,47,21,3,6,6,15
stroued01,1967,2,WS2,AL,87,204,36,41,5,3,1,10,8,6,25,29,0,1,1,2,4
suthega01,1967,1,PHI,NL,103,231,23,57,12,1,1,19,0,3,17,22,5,0,3,0,6
swoboro01,1967,1,NYN,NL,134,449,47,126,17,3,13,53,3,1,41,96,4,1,0,3,7
tartajo01,1967,1,BOS,AL,115,247,36,55,1,2,0,10,6,6,23,26,0,0,4,2,4
tayloto02,1967,1,PHI,NL,132,462,55,110,16,6,2,34,10,9,42,74,8,5,11,0,15
tolanbo01,1967,1,SLN,NL,110,265,35,67,7,3,6,32,12,7,19,43,0,4,3,3,6
torrejo01,1967,1,ATL,NL,135,477,67,132,18,1,20,68,2,2,49,75,7,3,1,4,22
tovarce01,1967,1,MIN,AL,164,649,98,173,32,7,6,47,19,11,46,51,0,13,13,5,8
treshto01,1967,1,NYA,AL,130,448,45,98,23,3,14,53,1,0,50,86,0,4,3,3,12
uhlaete01,1967,1,MIN,AL,133,415,41,107,19,7,6,49,4,4,13,45,1,3,4,1,4
valenfr01,1967,1,WS2,AL,151,457,52,107,16,1,11,44,17,3,56,76,1,10,3,1,5
versazo01,1967,1,MIN,AL,160,581,63,116,16,7,6,50,5,3,33,113,2,6,3,3,15
wagnele01,1967,1,CLE,AL,135,433,56,105,15,1,15,54,3,3,37,76,6,12,2,4,5
wardpe01,1967,1,CHA,AL,146,467,49,109,16,2,18,62,3,2,61,109,9,11,0,3,5
webstra02,1967,1,KC1,AL,122,360,41,92,15,4,11,51,5,3,32,44,1,2,1,0,10
wertdo01,1967,1,DET,AL,142,534,60,137,23,2,6,40,1,1,44,59,2,7,10,3,16
whitast01,1967,1,NYA,AL,122,441,37,107,12,3,11,50,2,5,23,89,2,3,2,3,6
whitebi03,1967,1,PHI,NL,110,308,29,77,6,2,8,33,6,1,52,61,9,3,1,5,4
whitero01,1967,1,NYA,AL,70,214,22,48,8,0,2,18,10,4,19,25,0,1,1,3,1
whitffr01,1967,1,CLE,AL,100,257,24,56,10,0,9,31,3,3,25,45,8,1,1,0,4
willibi01,1967,1,CHN,NL,162,634,92,176,21,12,28,84,6,3,68,67,8,2,2,6,13
williwa02,1967,1,CHA,AL,104,275,35,66,16,3,3,15,3,2,17,20,0,2,2,0,7
willsma01,1967,1,PIT,NL,149,616,92,186,12,9,3,45,29,10,31,44,1,1,12,4,6
winebo01,1967,1,PHI,NL,135,363,27,69,12,5,2,28,3,2,29,77,10,0,6,2,11
woodwwo01,1967,1,ATL,NL,136,429,30,97,15,2,0,25,0,6,37,51,5,1,6,3,11
wynnji01,1967,1,HOU,NL,158,594,102,148,29,3,37,107,16,4,74,137,7,2,6,7,8
yastrca01,1967,1,BOS,AL,161,579,112,189,31,4,44,121,10,8,91,69,11,4,1,5,5
zimmeje01,1967,1,MIN,AL,104,234,13,39,3,0,1,12,0,1,22,49,5,2,8,1,8
aaronha01,1968,1,ATL,NL,160,606,84,174,33,4,29,86,28,5,64,62,23,1,0,5,21
aaronto01,1968,1,ATL,NL,98,283,21,69,10,3,1,25,3,4,21,37,1,0,2,1,9
adairje01,1968,1,BOS,AL,74,208,18,45,1,0,2,12,0,0,9,28,2,1,6,0,10
ageeto01,1968,1,NYN,NL,132,368,30,80,12,3,5,17,13,8,15,103,3,4,3,1,8
allenbe01,1968,1,WS2,AL,120,373,31,90,12,4,6,40,2,0,28,35,5,4,0,0,8
allendi01,1968,1,PHI,NL,152,521,87,137,17,9,33,90,7,7,74,161,15,1,2,7,7
alleyge01,1968,1,PIT,NL,133,474,48,116,20,2,4,39,13,5,39,78,6,5,9,3,20
allisbo01,1968,1,MIN,AL,145,469,63,116,16,8,22,52,9,7,52,98,5,2,1,2,16
alomasa01,1968,1,CHA,AL,133,363,41,92,8,2,0,12,21,8,20,42,1,1,8,3,6
aloufe01,1968,1,ATL,NL,160,662,72,210,37,5,11,57,12,11,48,56,14,4,0,4,10
alouje01,1968,1,SFN,NL,120,419,26,110,15,4,0,39,1,4,9,23,3,1,5,2,20
alouma01,1968,1,PIT,NL,146,558,59,185,28,4,0,52,18,10,27,26,6,2,7,4,10
alvisma01,1968,1,CLE,AL,131,452,38,101,17,3,8,37,5,5,41,91,5,4,3,3,11
andremi01,1968,1,BOS,AL,147,536,77,145,22,1,7,45,3,8,81,57,1,3,12,2,6
aparilu01,1968,1,CHA,AL,157,622,55,164,24,4,4,36,17,11,33,43,3,2,5,2,10
asprobo01,1968,1,HOU,NL,124,409,25,92,9,2,1,46,1,0,35,57,9,2,5,6,15
azcuejo01,1968,1,CLE,AL,115,357,23,100,10,0,4,42,1,1,28,33,5,0,2,2,9
bailebo01,1968,1,LAN,NL,105,322,24,73,9,3,8,39,1,2,38,69,4,1,1,3,8
bandosa01,1968,1,OAK,AL,162,605,67,152,25,5,9,67,13,4,51,78,6,7,6,5,12
bankser01,1968,1,CHN,NL,150,552,71,136,27,0,32,83,2,0,27,67,4,5,9,2,12
batemjo01,1968,1,HOU,NL,111,350,28,87,19,0,4,33,1,1,23,46,16,3,3,4,16
beckegl01,1968,1,CHN,NL,155,643,98,189,28,4,4,37,8,4,31,20,0,2,5,4,6
belanma01,1968,1,BAL,AL,145,472,40,98,13,0,2,21,10,1,40,114,2,4,9,6,9
benchjo01,1968,1,CIN,NL,154,564,67,155,40,2,15,82,1,5,31,96,8,2,2,8,14
berryke01,1968,1,CHA,AL,153,504,49,127,21,2,7,32,6,6,25,64,1,1,9,2,15
blairpa01,1968,1,BAL,AL,141,421,48,89,22,1,7,38,4,2,37,60,4,2,5,2,4
blefacu01,1968,1,BAL,AL,137,451,50,90,8,1,15,39,6,3,65,66,11,4,7,8,4
bondsbo01,1968,1,SFN,NL,81,307,55,78,10,5,9,35,16,7,38,84,0,1,1,2,0
bosweke01,1968,1,NYN,NL,75,284,37,74,7,2,4,11,7,2,16,27,0,1,3,2,6
boyercl02,1968,1,ATL,NL,71,273,19,62,7,2,4,17,2,0,16,32,3,2,0,0,8
boyerke01,1968,2,LAN,NL,83,221,20,60,7,2,6,41,2,2,16,34,3,1,0,5,2
bradfbu01,1968,1,CHA,AL,103,281,32,61,11,0,5,24,8,4,23,67,2,2,3,4,8
briggjo02,1968,1,PHI,NL,110,338,36,86,13,1,7,31,8,5,58,72,4,1,1,1,3
brocklo01,1968,1,SLN,NL,159,660,92,184,46,14,6,51,62,12,46,124,7,3,1,2,4
brownla01,1968,1,CLE,AL,154,495,43,116,18,3,6,35,1,1,43,46,10,5,6,4,12
bufordo01,1968,1,BAL,AL,130,426,65,120,13,4,15,46,27,12,57,46,5,4,1,6,1
callijo01,1968,1,PHI,NL,121,398,46,97,18,4,14,40,4,3,42,70,4,3,3,2,6
campabe01,1968,1,OAK,AL,159,642,87,177,25,9,4,38,62,22,50,69,2,4,8,3,5
cardejo02,1968,1,CLE,AL,157,583,78,150,21,7,7,44,40,18,39,74,3,2,2,3,3
cardele01,1968,1,CIN,NL,137,452,45,106,13,2,7,41,2,1,36,83,18,2,6,3,16
carewro01,1968,1,MIN,AL,127,461,46,126,27,2,1,42,12,4,26,71,1,1,2,2,11
casanpa01,1968,1,WS2,AL,96,322,19,63,6,0,4,25,0,1,7,52,1,0,1,5,8
cashno01,1968,1,DET,AL,127,411,50,108,15,1,25,63,1,1,39,70,7,3,2,3,12
caterda01,1968,1,OAK,AL,147,504,53,146,28,3,6,62,8,7,35,43,3,2,5,4,21
cepedor01,1968,1,SLN,NL,157,600,71,149,26,2,16,73,8,6,43,96,13,9,0,4,13
charled01,1968,1,NYN,NL,117,369,41,102,11,1,15,53,5,4,28,57,4,2,6,4,7
clarkho01,1968,1,NYA,AL,148,579,52,133,6,1,2,26,20,7,23,46,0,0,3,2,8
clarkro02,1968,1,MIN,AL,104,227,14,42,5,1,1,13,3,2,16,44,2,2,5,0,2
clemero01,1968,1,PIT,NL,132,502,74,146,18,12,18,57,2,3,51,77,27,1,0,3,13
clenddo01,1968,1,PIT,NL,158,584,63,150,20,6,17,87,10,3,47,163,4,1,5,8,14
clinety01,1968,1,SFN,NL,116,291,37,65,6,3,1,28,0,2,11,26,1,1,6,1,4
coxbo01,1968,1,NYA,AL,135,437,33,100,15,1,7,41,3,2,41,85,7,5,3,4,9
dalrycl01,1968,1,PHI,NL,85,241,19,50,9,1,3,26,1,2,22,57,9,1,1,4,4
davalvi01,1968,2,CAL,AL,93,339,34,101,15,4,1,18,17,10,15,34,1,0,3,2,2
davenji01,1968,1,SFN,NL,113,272,27,61,1,1,1,17,0,3,26,32,0,0,9,0,8
davisro01,1968,1,HOU,NL,52,217,22,46,10,1,1,12,0,4,13,48,0,4,1,1,1
davisto02,1968,1,CHA,AL,132,456,30,122,5,3,8,50,4,2,16,48,3,0,4,6,16
daviswi02,1968,1,LAN,NL,160,643,86,161,24,10,7,31,36,10,31,88,4,1,7,4,3
dietzdi01,1968,1,SFN,NL,98,301,21,82,14,2,6,38,1,1,34,68,3,1,1,1,5
donaljo01,1968,1,OAK,AL,127,363,37,80,9,2,2,27,5,5,45,44,0,2,5,4,8
duncada01,1968,1,OAK,AL,82,246,15,47,4,0,7,28,1,2,25,68,3,1,2,2,6
edwarjo01,1968,1,SLN,NL,85,230,14,55,9,1,3,29,1,1,16,20,0,1,1,4,6
epstemi01,1968,1,WS2,AL,123,385,40,90,8,2,13,33,1,1,48,91,5,13,1,1,13
fairlro01,1968,1,LAN,NL,141,441,32,103,15,1,4,43,0,2,41,61,10,4,2,6,11
floodcu01,1968,1,SLN,NL,150,618,71,186,17,4,5,60,11,6,33,58,2,5,6,4,8
foyjo01,1968,1,BOS,AL,150,515,65,116,18,2,10,60,26,8,84,91,5,4,7,4,9
francti01,1968,1,ATL,NL,122,346,32,99,13,1,2,47,3,0,51,45,5,0,1,2,12
freehbi01,1968,1,DET,AL,155,540,73,142,24,2,25,84,0,1,65,64,4,24,3,3,9
fregoji01,1968,1,CAL,AL,159,614,77,150,21,13,9,49,9,4,60,101,4,5,10,4,12
fulleve01,1968,1,CLE,AL,97,244,14,59,8,2,0,18,2,2,24,49,2,4,3,3,5
gabrile02,1968,1,LAN,NL,108,304,38,82,16,1,10,35,1,1,32,47,4,0,5,2,7
gibbsja01,1968,1,NYA,AL,124,423,31,90,12,3,3,29,9,8,27,68,5,6,4,0,8
gibsoru01,1968,1,BOS,AL,76,231,15,52,11,1,3,20,1,2,8,38,1,0,3,4,5
gonzato01,1968,1,PHI,NL,121,416,45,110,13,4,3,38,6,5,40,42,3,7,2,6,14
greendi01,1968,1,OAK,AL,76,202,19,47,6,0,6,18,3,1,21,41,3,1,1,1,1
groteje01,1968,1,NYN,NL,124,404,29,114,18,0,3,31,1,5,44,81,11,3,3,0,6
halleto01,1968,1,LAN,NL,144,474,37,135,27,5,4,53,1,4,46,76,13,2,3,9,3
hansero02,1968,1,WS2,AL,86,275,28,51,12,0,8,28,0,0,35,49,5,2,2,1,14
harpeto01,1968,1,CLE,AL,130,235,26,51,15,2,6,26,11,7,26,56,2,1,2,2,3
harrebu01,1968,1,NYN,NL,111,402,38,88,7,3,0,14,4,5,29,68,2,1,4,1,3
